,Codigo,Descrição       -       31/07/2022,UM,Import?,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Total,Saldo,Freq.,Media,Tempo,FOB,Venda,Ativo,Entrada Prevista
1316,'BFH2185,BFH PITAO P/BUCHA 10MM - 100PCS,PC,Sim,8,10,3,9,5,9,44,440,6,7.333333,60,0.01,75,S,1442
1317,'BFH2186,BFH PITAO P/BUCHA 6MM - 50PCS,PC,Sim,25,64,0,3,14,11,117,2534,5,23.4,108.2906,0.01,16,S,5208
1318,'BFH2187,BFH PITAO P/BUCHA 8MM - 50PCS,PC,Sim,1,42,5,5,10,8,71,1426,6,11.83333,120.507,0.01,31.5,S,3094
1319,'BFH2188,BFH PITAO P/BUCHA 10MM - 50PCS,PC,Sim,1,8,0,2,0,6,17,773,4,4.25,181.8824,0.01,38,S,3094
1320,'BFH2189,BFH PITAO P/BUCHA 6MM - 25PCS,PC,Sim,21,26,276,21,127,30,501,3721,6,83.5,44.56287,0.01,8.1,S,10962
1321,'BFH2190,BFH PITAO P/BUCHA 8MM - 25PCS,PC,Sim,1,14,137,4,12,4,172,1864,6,28.66667,65.02326,0.01,16,S,6930
1322,'BFH2191,BFH PITAO P/BUCHA 10MM - 25PCS,PC,Sim,1,2,104,7,0,0,114,2018,4,28.5,70.80702,0.01,19.3,S,5408
1323,'BFH2192,BFH ESCAPULA P/BUCHA 6MM - 100PCS,PC,Sim,15,55,3,12,8,8,101,903,6,16.83333,53.64356,0.01,25,S,2800
1324,'BFH2193,BFH ESCAPULA P/BUCHA 8MM - 100PCS,PC,Sim,17,35,6,11,13,12,94,568,6,15.66667,36.25532,0.01,51,S,1600
1325,'BFH2194,BFH ESCAPULA P/BUCHA 10MM - 100PCS,PC,Sim,8,11,3,9,4,10,45,340,6,7.5,45.33333,0.01,63,S,1520
1326,'BFH2195,BFH ESCAPULA P/BUCHA 6MM - 50PCS,PC,Sim,1,12,10,8,24,10,65,2283,6,10.83333,210.7385,0.01,12.5,S,4800
1327,'BFH2196,BFH ESCAPULA P/BUCHA 8MM - 50PCS,PC,Sim,1,2,10,9,22,10,54,1266,6,9,140.6667,0.01,25.8,S,3300
1328,'BFH2197,BFH ESCAPULA P/BUCHA 10MM - 50PCS,PC,Sim,1,2,0,3,14,1,21,1341,5,4.2,319.2857,0.01,32,S,2560
1329,'BFH2198,BFH ESCAPULA P/BUCHA 6MM - 25PCS,PC,Sim,19,14,320,21,0,0,374,4340,4,93.5,46.41711,0.01,6.5,S,10400
1330,'BFH2199,BFH ESCAPULA P/BUCHA 8MM - 25PCS,PC,Sim,4,14,160,4,1,0,183,2373,5,36.6,64.83607,0.01,13,S,6400
1331,'BFH2200,BFH ESCAPULA P/BUCHA 10MM - 25PCS,PC,Sim,1,2,128,6,6,0,143,2225,5,28.6,77.7972,0.01,16.5,S,5440
1332,'BFH2201,BF GANCHO DE PAREDE CROMADO - 3PCS,PC,Sim,398,271,518,573,175,217,2152,23109,6,358.6667,64.4303,0.01,11.22,S,0
1333,'BFH2202,BF GANCHO DE PAREDE ENVELHECIDO - 3PCS,PC,Sim,204,418,104,83,136,145,1090,29582,6,181.6667,162.8367,0.01,11.22,S,0
1334,'BFH2203,BF GANCHO DE PAREDE COBREADO - 3PCS,PC,Sim,115,65,123,38,47,126,514,29752,6,85.66667,347.2996,0.01,11.22,S,0
1335,'BFH2204,BF GANCHO DE PAREDE DUPLO CROMADO,PC,Sim,132,116,264,335,161,154,1162,14153,6,193.6667,73.07917,0.01,19.18,S,0
1336,'BFH2205,BF GANCHO DE PAREDE DUPLO ENVELHECIDO,PC,Sim,60,103,100,48,14,35,360,16364,6,60,272.7333,0.01,19.18,S,0
1337,'BFH2206,BF GANCHO DE PAREDE DUPLO COBREADO,PC,Sim,33,99,112,122,8,60,434,17116,6,72.33333,236.6267,0.01,19.18,S,0
1338,'BFH2207,BF FIXADOR DE PORTA MAGNETICO - QUADRADO,PC,Sim,325,337,272,294,193,279,1700,11587,6,283.3333,40.89529,0.01,18.3,S,0
1339,'BFH2208,BF FIXADOR DE PORTA MAGNETICO - ESFERA,PC,Sim,114,445,182,97,77,71,986,14262,6,164.3333,86.78702,0.01,19.74,S,0
1340,'BFH2209,BF FIXADOR DE PORTA MAGNETICO (FIXACAO EXTERNA),PC,Sim,235,177,257,251,89,76,1085,12953,6,180.8333,71.62949,0.01,15.88,S,0
1341,'BFH2210,BF CORRENTE DE SEGURANCA PARA PORTA,PC,Sim,20,39,3,40,14,8,124,14942,6,20.66667,723,0.01,33,S,0
1342,'BFH2211,BF DISCO DIAMANTADO DE CORTE SECO P/CONCRETO 355MM 24T,PC,Sim,8,11,1,7,7,49,83,571,6,13.83333,41.27711,0.01,250,S,0
1343,'BFH2212,"BF RALO BANHEIRO QUADRADO POLIDO 9,4CM",PC,Sim,5,33,54,12,20,20,144,1874,6,24,78.08333,0.01,19.8,S,0
1344,'BFH2213,"BF RALO BANHEIRO REDONDO POLIDO 9,7CM",PC,Sim,16,14,30,8,0,0,68,1938,4,17,114,0.01,19.8,S,0
1345,'BFH2214,"BF RALO BANHEIRO QUADRADO POLIDO 9,4CM",PC,Sim,10,2,11,0,0,20,43,2314,4,10.75,215.2558,0.01,19.8,S,0
1346,'BFH2215,"BF RALO BANHEIRO REDONDO POLIDO 9,7CM",PC,Sim,38,33,84,12,0,0,167,2546,4,41.75,60.98204,0.01,19.8,S,0
1347,'BFH2216,"BF RALO BANHEIRO INTELIGENTE CLICK QUADRADO POLIDO 9,4CM",PC,Sim,393,486,211,549,209,425,2273,1232,6,378.8333,3.25209,0.01,29,S,4800
1348,'BFH2217,"BF RALO BANHEIRO INTELIGENTE CLICK REDONDO POLIDO 9,7CM",PC,Sim,216,235,47,189,132,12,831,3904,6,138.5,28.18773,0.01,29,S,0
1349,'BFH2218,BF TORNO FIXO DE BANCADA - 4POL,PC,Sim,3,14,10,7,12,32,78,82,6,13,6.307692,0.01,238,S,200
1350,'BFH2219,BF TORNO FIXO DE BANCADA - 5POL,PC,Sim,6,8,10,2,2,11,39,184,6,6.5,28.30769,0.01,318,S,0
1351,'BFH2220,BF TORNO FIXO DE BANCADA - 6POL,PC,Sim,3,11,4,2,4,3,27,149,6,4.5,33.11111,0.01,432,S,0
1352,'BFH2221,BF TENDA GAZEBO BRANCA - 3MX3M,PC,Sim,50,48,53,44,21,8,224,493,6,37.33333,13.20536,0.01,260,S,500
1353,'BFH2222,BF TENDA GAZEBO VERDE - 3MX3M,PC,Sim,24,19,35,22,8,11,119,258,6,19.83333,13.0084,0.01,260,S,500
1354,'BFH2223,"BF RALO BANHEIRO REDONDO POLIDO 9,7CM",PC,Sim,10,2,12,0,6,0,30,2691,4,7.5,358.8,0.01,19.8,S,0
1355,'BFH2224,"BF RALO BANHEIRO QUADRADO POLIDO 9,4CM",PC,Sim,93,45,60,18,0,23,239,2690,5,47.8,56.27615,0.01,19.8,S,0
1356,'BFH2225,BF LAMINA PARA ROCADEIRA 2 PONTAS (FURO 20MM),PC,Sim,14,39,41,5,12,6,117,1302,6,19.5,66.76923,0.01,24.6,S,0
1357,'BFH2226,BF LAMINA PARA ROCADEIRA 2 PONTAS (FURO 25.4MM),PC,Sim,107,63,10,37,22,6,245,4727,6,40.83333,115.7633,0.01,24.6,S,0
1358,'BFH2227,BF LENTE PARA MASCARA DE SOLDA RETANGULAR PRETA - N 10,PC,Sim,88,72,232,73,93,529,1087,18353,6,181.1667,101.3045,0.01,1.48,S,0
1359,'BFH2228,BF LENTE PARA MASCARA DE SOLDA RETANGULAR TRANSPARENTE,PC,Sim,56,1022,362,450,9,455,2354,18959,6,392.3333,48.3237,0.01,0.9,S,0
1360,'BFH2229,BF PRATO MAGNETICO - 4POL,PC,Sim,70,310,85,79,34,332,910,14909,6,151.6667,98.3011,0.01,14.14,S,0
1361,'BFH2230,BF BARRA MAGNETICA PARA FERRAMENTAS - 12POL,PC,Sim,15,26,76,25,17,121,280,11673,6,46.66667,250.1357,0.01,32.8,S,0
1362,'BFH2231,BF BARRA MAGNETICA PARA FERRAMENTAS - 18POL,PC,Sim,37,9,42,4,20,113,225,11482,6,37.5,306.1867,0.01,48.5,S,0
1363,'BFH2232,BF BARRA MAGNETICA PARA FERRAMENTAS - 24POL,PC,Sim,6,14,5,2,8,9,44,6584,6,7.333333,897.8182,0.01,66,S,0
1364,'BFH2233,BF APONTADOR PARA LAPIS DE CARPINTEIRO,PC,Sim,98,370,72,92,167,877,1676,33667,6,279.3333,120.5263,0.01,7.28,S,0
1365,'BFH2234,BF PULSEIRA MAGNETICA PARA PREGOS E PARAFUSOS,PC,Sim,262,72,99,56,25,275,789,21462,6,131.5,163.2091,0.01,18.9,S,0
1366,'BFH2235,BF RATOEIRA DE CHAPA - G,PC,Não,335,1408,1506,664,483,1179,5575,3995,6,929.1667,4.299552,0.01,5.5,S,8100
1367,'BFH2236,BF RATOEIRA DE CHAPA - M,PC,Não,600,1412,2164,1112,817,952,7057,7260,6,1176.167,6.172595,0.01,3.74,S,7200
1368,'BFH2237,BF RATOEIRA DE CHAPA - P,PC,Não,674,1288,1192,876,612,731,5373,7815,6,895.5,8.726968,0.01,3.16,S,0
1369,'BFH2238,BF DISCO DE CORTE P/FERRO/INOX 115X1.2X20MM,PC,Sim,2088,3140,5207,2347,2520,3407,18709,34790,6,3118.167,11.1572,0.01,1.92,S,30000
1370,'BFH2239,BF ALICATE CORTE DIAGONAL COM ALIVIO DE FORCA  - 7 1/2POL,PC,Sim,64,50,132,161,47,188,642,98,6,107,0.915888,0.01,56.6,S,2160
1371,'BFH2240,BF FELTRO ADESIVO KIT 2PCS,PC,Sim,490,295,79,32,491,1056,2443,17204,6,407.1667,42.25297,0.01,5.7,S,0
1372,'BFH2241,BF FELTRO ADESIVO KIT 31PCS,PC,Sim,570,78,124,167,278,666,1883,17863,6,313.8333,56.91875,0.01,6.6,S,0
1373,'BFH2242,BF GANCHO C/ADESIVO KIT 3PCS,PC,Sim,266,424,1018,503,587,290,3088,12074,6,514.6667,23.45984,0.01,8.7,S,0
1374,'BFH2243,BF PONTEIRAS P/PES DE MOVEIS 5/8POL KIT 4PCS DESLIZANTE,PC,Sim,183,190,210,95,122,1516,2316,24525,6,386,63.53627,0.01,2.66,S,0
1375,'BFH2244,BF PONTEIRAS P/PES DE MOVEIS 3/4POL KIT 4PCS DESLIZANTE,PC,Sim,184,192,353,363,116,1331,2539,23437,6,423.1667,55.3848,0.01,3.08,S,0
1376,'BFH2245,BF PONTEIRAS P/PES DE MOVEIS 7/8POL KIT 4PCS DESLIZANTE,PC,Sim,220,196,185,106,148,1319,2174,17261,6,362.3333,47.63845,0.01,3.3,S,24000
1377,'BFH2246,BF PONTEIRAS P/PES DE MOVEIS 1POL KIT 4PCS DESLIZANTE,PC,Sim,166,136,131,101,116,1003,1653,15886,6,275.5,57.66243,0.01,4.32,S,24000
1378,'BFH2247,BF PONTEIRAS P/PES DE MOVEIS 5/8POL TPR KIT 4PCS ANTI-DERRAP,PC,Sim,235,250,74,105,66,158,888,13713,6,148,92.65541,0.01,5.6,S,24000
1379,'BFH2248,BF PONTEIRAS P/PES DE MOVEIS 3/4POL TPR KIT 4PCS ANTI-DERRAP,PC,Sim,230,216,77,70,87,66,746,10523,6,124.3333,84.63539,0.01,6.16,S,24000
1380,'BFH2249,BF PONTEIRAS P/PES DE MOVEIS 7/8POL TPR KIT 4PCS ANTI-DERRAP,PC,Sim,196,118,42,116,65,80,617,16304,6,102.8333,158.5478,0.01,6.8,S,20160
1381,'BFH2250,BF PONTEIRAS P/PES DE MOVEIS 1POL TPR KIT 4PCS ANTI-DERRAP,PC,Sim,367,102,32,69,140,43,753,17166,6,125.5,136.7809,0.01,8.7,S,0
1382,'BFH2251,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 19MM KIT 8PCS,PC,Sim,9,54,34,20,10,6,133,4723,6,22.16667,213.0677,0.01,11.2,S,0
1383,'BFH2252,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 22MM KIT 8PCS,PC,Sim,248,46,12,16,3,34,359,4242,6,59.83333,70.89694,0.01,11.6,S,0
1384,'BFH2253,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 25MM KIT 8PCS,PC,Sim,8,46,24,10,10,0,98,4299,5,19.6,219.3367,0.01,12.8,S,0
1385,'BFH2254,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 30MM KIT 4PCS,PC,Sim,249,2,10,14,10,12,297,5566,6,49.5,112.4444,0.01,9.74,S,0
1386,'BFH2255,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 19MM 8PCS,PC,Sim,8,185,10,0,6,10,219,4955,5,43.8,113.1279,0.01,11.8,S,0
1387,'BFH2256,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 22MM 8PCS,PC,Sim,14,12,0,0,10,0,36,7197,3,12,599.75,0.01,12.7,S,0
1388,'BFH2257,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 25MM 8PCS,PC,Sim,168,26,0,20,7,10,231,4851,5,46.2,105,0.01,13.4,S,0
1389,'BFH2258,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 30MM 8PCS,PC,Sim,122,2,0,0,6,6,136,4018,4,34,118.1765,0.01,17.8,S,0
1390,'BFH2259,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 38MM 4PCS,PC,Sim,288,26,2,16,0,6,338,6877,5,67.6,101.7308,0.01,12.8,S,0
1391,'BFH2260,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 50MM 4PCS,PC,Sim,32,26,0,10,15,0,83,3163,4,20.75,152.4337,0.01,19.3,S,0
1392,'BFH2261,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 65MM 4PCS,PC,Sim,68,14,0,12,0,0,94,2461,3,31.33333,78.54255,0.01,29.8,S,0
1393,'BFH2262,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 25X25MM 8PCS,PC,Sim,134,28,0,15,5,22,204,5950,5,40.8,145.8333,0.01,14.3,S,0
1394,'BFH2263,BF PONTEIRA P/PES DE MOVEIS DESLIZA C/PARAFUSO 55X55MM 4PCS,PC,Sim,68,14,0,12,0,0,94,2409,3,31.33333,76.88298,0.01,25.8,S,0
1395,'BFH2264,BF PONTEIRA P/PES DE MOVEIS ADESIVO DESLIZANT 70X19MM 8PCS,PC,Sim,9,50,0,20,2,0,81,3163,4,20.25,156.1975,0.01,19.5,S,0
1396,'BFH2265,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 18MM 8PCS,PC,Sim,39,175,0,30,5,3,252,7624,5,50.4,151.2698,0.01,9.9,S,12000
1397,'BFH2266,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 20MM 8PCS,PC,Sim,8,26,30,0,0,18,82,7660,4,20.5,373.6585,0.01,10.26,S,12000
1398,'BFH2267,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 22MM 8PCS,PC,Sim,3,38,0,20,0,0,61,7755,3,20.33333,381.3934,0.01,10.7,S,12000
1399,'BFH2268,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 24MM 8PCS,PC,Sim,68,26,48,6,11,8,167,4205,6,27.83333,151.0778,0.01,11.7,S,9600
1400,'BFH2269,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 28MM 4PCS,PC,Sim,9,26,6,0,0,8,49,8552,4,12.25,698.1224,0.01,7.8,S,9600
1401,'BFH2270,BF PONTEIRA P/PES DE MOVEIS METAL E FELTRO 30MM 4PCS,PC,Sim,21,2,24,0,5,40,92,5184,5,18.4,281.7391,0.01,8.3,S,9600
1402,'BFH2271,BF APARADOR DE PORTA 2PCS,PC,Sim,1452,5495,224,799,827,763,9560,7084,6,1593.333,4.446025,0.01,8.3,S,78030
1403,'BFH2272,BF ADESIVO ANTI IMPACTO REDONDO 8MM 50PCS,PC,Sim,104,139,54,781,254,826,2158,11153,6,359.6667,31.00927,0.01,4.84,S,0
1404,'BFH2273,BF ADESIVO ANTI IMPACTO REDONDO 12MM 24PCS,PC,Sim,418,348,146,223,69,918,2122,11538,6,353.6667,32.62394,0.01,4.6,S,0
1405,'BFH2274,BF ADESIVO ANTI IMPACTO REDONDO 18MM 8PCS,PC,Sim,436,325,153,261,93,778,2046,5540,6,341,16.24633,0.01,6.3,S,12420
1406,'BFH2275,BF ADESIVO ANTI IMPACTO QUADRADO 13MMX13MM 24PCS,PC,Sim,104,140,108,151,100,840,1443,11501,6,240.5,47.82121,0.01,5.3,S,15120
1407,'BFH2276,BF ADESIVO ANTI IMPACTO QUADRADO 20MMX20MM 4PCS,PC,Sim,140,123,151,453,686,953,2506,13715,6,417.6667,32.83719,0.01,4.4,S,19980
1408,'BFH2277,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 25MM 4PCS,PC,Sim,36,38,12,17,0,12,115,8246,5,23,358.5217,0.01,13.6,S,0
1409,'BFH2278,BF PONTEIRA P/PES DE MOVEIS DESLIZANTE 30MM 4PCS,PC,Sim,30,44,6,22,0,18,120,4274,5,24,178.0833,0.01,16.5,S,0
1410,'BFH2279,BF CHAVE TORX T10X4POL,PC,Sim,73,48,125,236,46,108,636,7280,6,106,68.67925,0.01,6.4,S,0
1411,'BFH2280,BF CHAVE TORX T15X4POL,PC,Sim,121,56,141,69,78,748,1213,6388,6,202.1667,31.59769,0.01,6.4,S,0
1412,'BFH2281,BF CHAVE TORX T20X4POL,PC,Sim,137,123,151,208,74,811,1504,5552,6,250.6667,22.14894,0.01,6.4,S,0
1413,'BFH2282,BF CHAVE TORX T25X4POL,PC,Sim,79,75,189,90,58,756,1247,6059,6,207.8333,29.15317,0.01,6.4,S,0
1414,'BFH2283,BF CHAVE TORX T27X4POL,PC,Sim,73,58,365,44,20,52,612,5110,6,102,50.09804,0.01,7.54,S,0
1415,'BFH2284,BF CHAVE TORX T30X4POL,PC,Sim,79,53,107,86,30,100,455,5036,6,75.83333,66.40879,0.01,7.54,S,0
1416,'BFH2285,BF CHAVE CANHAO 5MMX125MM,PC,Sim,123,158,210,94,189,160,934,5262,6,155.6667,33.803,0.01,9.1,S,0
1417,'BFH2286,BF CHAVE CANHAO 6MMX125MM,PC,Sim,340,393,483,277,326,1138,2957,5547,6,492.8333,11.25533,0.01,9.1,S,0
1418,'BFH2287,BF CHAVE CANHAO 7MMX125MM,PC,Sim,294,281,427,244,322,1027,2595,6176,6,432.5,14.27977,0.01,9.9,S,0
1419,'BFH2288,BF CHAVE CANHAO 8MMX125MM,PC,Sim,474,846,427,475,536,1560,4318,5195,6,719.6667,7.21862,0.01,9.9,S,6048
1420,'BFH2289,BF CHAVE CANHAO 9MMX125MM,PC,Sim,232,108,199,114,141,237,1031,4848,6,171.8333,28.21339,0.01,10.9,S,0
1421,'BFH2290,BF CHAVE CANHAO 10MMX125MM,PC,Sim,442,491,392,332,377,1135,3169,11296,6,528.1667,21.38719,0.01,10.9,S,0
1422,'BFH2291,BF CHAVE CANHAO 11MMX125MM,PC,Sim,269,212,233,167,243,331,1455,3230,6,242.5,13.31959,0.01,12.8,S,0
1423,'BFH2292,BF CHAVE CANHAO 12MMX125MM,PC,Sim,157,143,244,201,180,209,1134,3984,6,189,21.07937,0.01,12.8,S,0
1424,'BFH2293,BF CHAVE CANHAO 13MMX125MM,PC,Sim,224,239,144,254,250,240,1351,3804,6,225.1667,16.89415,0.01,13.6,S,0
1425,'BFH2294,BF VENTOSA PARA VIDRO ATE 10KG,PC,Sim,64,83,200,237,82,314,980,13861,6,163.3333,84.86327,0.01,10.36,S,0
1426,'BFH2295,BF VENTOSA PARA VIDRO ATE 43KG,PC,Sim,51,159,88,322,58,163,841,5170,6,140.1667,36.88466,0.01,24.2,S,0
1427,'BFH2296,BF VENTOSA PARA VIDRO ATE 70KG,PC,Sim,98,156,57,141,89,198,739,4096,6,123.1667,33.25575,0.01,45.6,S,0
1428,'BFH2297,BF CORRENTE DE SEGURANCA PARA PORTA NIQUELADO,PC,Sim,185,282,252,160,142,520,1541,33107,6,256.8333,128.9046,0.01,9.24,S,0
1429,'BFH2298,BF CORRENTE DE SEGURANCA PARA PORTA DOURADO,PC,Sim,80,251,187,61,163,470,1212,37685,6,202,186.5594,0.01,9.24,S,0
1430,'BFH2299,BF DESENTUPIDOR MANUAL 5M,PC,Sim,85,149,73,106,120,112,645,1339,6,107.5,12.45581,0.01,26.6,S,1200
1431,'BFH2300,BF DESENTUPIDOR MANUAL 10M,PC,Sim,84,81,66,73,93,127,524,883,6,87.33333,10.11069,0.01,51.4,S,1008
1432,'BFH2301,BF DESENTUPIDOR MANUAL 15M,PC,Sim,22,35,24,23,25,29,158,1165,6,26.33333,44.24051,0.01,78,S,0
1433,'BFH2302,BF RALO BANHEIRO QUADRADO POLIDO 15CM,PC,Sim,10,2,20,0,0,20,52,1149,4,13,88.38462,0.01,51,S,0
1434,'BFH2303,BF RALO BANHEIRO REDONDO POLIDO 15CM,PC,Sim,4,2,20,0,0,0,26,1353,3,8.666667,156.1154,0.01,51,S,0
1435,'BFH2304,BF RALO BANHEIRO QUADRADO POLIDO 15CM,PC,Sim,4,3,7,0,6,20,40,1385,5,8,173.125,0.01,51,S,0
1436,'BFH2305,BF RALO BANHEIRO REDONDO POLIDO 15CM,PC,Sim,4,3,7,0,0,0,14,1458,3,4.666667,312.4286,0.01,51,S,0
1437,'BFH2306,BF RALO BANHEIRO QUADRADO POLIDO 15CM,PC,Sim,23,5,26,0,0,22,76,1337,4,19,70.36842,0.01,51,S,0
1438,'BFH2307,BF RALO BANHEIRO REDONDO POLIDO 15CM,PC,Sim,14,5,53,0,0,0,72,1473,3,24,61.375,0.01,51,S,0
1439,'BFH2308,BF RALO BANHEIRO INTELIGENTE CLICK QUADRADO POLIDO 15CM,PC,Sim,139,219,39,220,68,30,715,1155,6,119.1667,9.692308,0.01,42,S,3600
1440,'BFH2309,BF RALO BANHEIRO INTELIGENTE CLICK REDONDO POLIDO 15CM,PC,Sim,19,26,57,38,2,7,149,2631,6,24.83333,105.9463,0.01,42,S,0
1441,'BFH2310,BF SOQUETE E27 FLEXIVEL  ADAPT P/TOMADA BOTAO LIG E DES 20CM,PC,Sim,317,520,595,253,290,697,2672,9672,6,445.3333,21.71856,0.01,18.2,S,0
1442,'BFH2311,BF SOQUETE E27 FLEXIVEL  ADAPT P/TOMADA BOTAO LIG E DES 60CM,PC,Sim,131,390,175,277,80,131,1184,6360,6,197.3333,32.22973,0.01,30.2,S,0
1443,'BFH2313,BF SOQUETE CANHAO MAGNETICO 5/16POL X 65MM 5PCS,PC,Sim,161,150,228,163,345,239,1286,6136,6,214.3333,28.6283,0.01,13.3,S,0
1444,'BFH2314,BF SOQUETE CANHAO MAGNETICO 7/16POL X 65MM 5PCS,PC,Sim,135,47,77,47,162,51,519,3444,6,86.5,39.81503,0.01,18.3,S,0
1445,'BFH2315,BF SOQUETE CANHAO MAGNETICO 3/8POL X 65MM 5PCS,PC,Sim,99,164,157,83,107,129,739,6109,6,123.1667,49.59946,0.01,14.92,S,0
1446,'BFH2316,BF SOQUETE CANHAO MAGNETICO 1/4POL X 65MM 5PCS,PC,Sim,100,77,82,57,38,106,460,4836,6,76.66667,63.07826,0.01,13.3,S,0
1447,'BFH2317,BF SOQUETE CANHAO MAGNETICO 1/2POL X 65MM 5PCS,PC,Sim,39,63,31,20,66,45,264,4157,6,44,94.47727,0.01,20.8,S,0
1448,'BFH2318,BF SOQUETE CANHAO MAGNETICO 8MM X 65MM 5PCS,PC,Sim,179,36,193,107,38,178,731,7913,6,121.8333,64.94938,0.01,13.5,S,0
1449,'BFH2319,BF SOQUETE CANHAO MAGNETICO 10MM X 65MM 5PCS,PC,Sim,140,95,202,183,54,121,795,6180,6,132.5,46.64151,0.01,15,S,0
1450,'BFH2320,BF SOQUETE CANHAO MAGNETICO 12MM X 65MM 5PCS,PC,Sim,127,28,41,47,7,20,270,4242,6,45,94.26667,0.01,20.8,S,0
1451,'BFH2321,BF SOQUETE CANHAO MAGNETICO 13MM X 65MM 5PCS,PC,Sim,88,22,45,123,25,40,343,4185,6,57.16667,73.207,0.01,21.3,S,0
1452,'BFH2322,BF SOQUETE CANHAO MAGNETICO LONGO 5/16POLX150MM,PC,Sim,43,74,116,134,91,541,999,5254,6,166.5,31.55556,0.01,10.6,S,20
1453,'BFH2323,BF SOQUETE CANHAO MAGNETICO LONGO 7/16POLX150MM,PC,Sim,27,49,76,97,42,439,730,5710,6,121.6667,46.93151,0.01,11.4,S,0
1454,'BFH2324,BF BITS PHILIPS C/LIMITADOR PH2X25MM KIT 10PCS,PC,Sim,186,162,59,30,33,169,639,3637,6,106.5,34.15023,0.01,19.8,S,0
1455,'BFH2325,BF TALHERES DE JANTAR CLASSICA KIT 3PCS,PC,Sim,507,12,0,6,0,5,530,9066,4,132.5,68.42264,0.01,13.2,N,0
1456,'BFH2326,BF TALHERES DE JANTAR ARROJADA KIT 3PCS,PC,Sim,483,0,30,0,0,120,633,8965,3,211,42.48815,0.01,13.2,N,0
1457,'BFH2327,BF TALHERES DE JANTAR ELEGANTE KIT 3PCS,PC,Sim,244,38,0,0,0,61,343,9227,3,114.3333,80.70262,0.01,13.2,N,0
1458,'BFH2328,BF KIT ACESSORIOS PARA MICRO RETIFICA 99PCS,PC,Sim,96,52,111,82,65,104,510,671,6,85,7.894118,0.01,71.8,S,960
1459,'BFH2329,BF KIT ACESSORIOS PARA MICRO RETIFICA 208PCS,PC,Sim,30,29,81,39,27,34,240,1001,6,40,25.025,0.01,108.8,S,0
1460,'BFH2330,BF TORNEIRA BEBEDOURO EXTRA LONGA BRANCA/AZUL 56MMX17MM,PC,Não,2468,1834,776,715,2469,895,9157,10961,6,1526.167,7.182047,0.01,3.6,S,0
1461,'BFH2331,BF TORNEIRA BEBEDOURO EXTRA LONGA BRANCA 56MMX17MM,PC,Não,1379,550,1178,1091,937,675,5810,9835,6,968.3333,10.15663,0.01,3.6,S,0
1462,'BFH2332,BF TORNEIRA BEBEDOURO EXTRA LONGA MARROM 56MMX17MM,PC,Não,612,801,1149,901,2236,1551,7250,10389,6,1208.333,8.597793,0.01,3.6,S,0
1463,'BFH2333,BF TORNEIRA BEBEDOURO BRANCA/AZUL 22MMX17MM C/NIPLE 13MM,PC,Não,603,782,680,659,1259,666,4649,5434,6,774.8333,7.013121,0.01,3.6,S,4750
1464,'BFH2334,BF TORNEIRA BEBEDOURO BRANCA 22MMX17MM C/NIPLE 13MM,PC,Não,1627,2093,773,1205,1118,767,7583,16452,6,1263.833,13.01754,0.01,3.6,S,0
1465,'BFH2335,BF CHAVE CANHAO CRV - 7/32POL X 125MM,PC,Sim,15,38,27,6,53,40,179,9326,6,29.83333,312.6034,0.01,9.2,S,0
1466,'BFH2336,BF CHAVE CANHAO CRV - 1/4POL X 125MM,PC,Sim,27,38,27,114,135,54,395,9050,6,65.83333,137.4684,0.01,9.2,S,0
1467,'BFH2337,BF ADAPTADOR SERRA COPO 110MMX16MM - SDS PLUS (25MM),PC,Sim,142,97,69,55,19,54,436,2627,6,72.66667,36.15138,0.01,15.2,S,0
1468,'BFH2338,BF KIT LIMAS ROTATIVAS PARA MADEIRA - 1/4,PC,Sim,84,117,288,152,151,472,1264,3098,6,210.6667,14.7057,0.01,22.8,S,0
1469,'BFH2339,BF SOQUETE CANHAO MAGNETICO LONGO 1/4POLX150MM,PC,Sim,44,70,72,52,35,165,438,1281,6,73,17.54795,0.01,10.6,S,0
1470,'BFH2340,BF SOQUETE CANHAO MAGNETICO LONGO 3/8POLX150MM,PC,Sim,34,63,90,69,63,507,826,968,6,137.6667,7.031477,0.01,11,S,4800
